county,year,robbery,violent_total,index_total,property_total,murder,aggravated_assault,burglary,larceny,motor_vehicle_theft,nyc
Albany,2002,547,1706,12784,11078,10,1071,2180,8140,758,Rest of NYS
Albany,2003,436,1402,11977,10575,11,904,2068,7883,624,Rest of NYS
Albany,2004,481,1431,12710,11279,14,859,1991,8612,676,Rest of NYS
Albany,2005,511,1615,12119,10504,13,995,2044,7890,570,Rest of NYS
Albany,2006,455,1544,11932,10388,5,1013,1741,8203,444,Rest of NYS
Albany,2007,437,1468,10584,9116,5,951,1585,7104,427,Rest of NYS
Albany,2008,454,1356,10750,9394,10,819,1660,7403,331,Rest of NYS
Albany,2009,400,1289,10613,9324,12,818,1521,7451,352,Rest of NYS
Albany,2010,367,1182,11037,9855,3,751,1594,7906,355,Rest of NYS
Albany,2011,396,1166,10727,9561,7,716,1571,7739,251,Rest of NYS
Albany,2012,312,1011,9974,8963,6,626,1502,7200,261,Rest of NYS
Albany,2013,293,1005,9456,8451,9,656,1203,6998,250,Rest of NYS
Albany,2014,316,1003,9186,8183,14,627,1129,6821,233,Rest of NYS
Albany,2015,289,1041,8644,7603,6,651,940,6442,221,Rest of NYS
Albany,2016,293,1099,8770,7671,5,694,899,6556,216,Rest of NYS
Albany,2017,314,1163,8793,7630,8,725,788,6615,227,Rest of NYS
Albany,2018,258,1096,8350,7254,15,704,744,6282,228,Rest of NYS
Albany,2019,233,994,7976,6982,8,624,742,5995,245,Rest of NYS
Albany,2020,214,1099,7407,6308,17,760,717,5162,429,Rest of NYS
Albany,2021,210,1148,7903,6755,21,811,673,5583,499,Rest of NYS
Albany,2022,311,1283,9860,8577,17,822,906,6896,775,Rest of NYS
Albany,2023,305,1354,9830,8476,19,907,804,7077,595,Rest of NYS
Albany,2024,588,2602,18106,15504,32,1714,1574,13068,862,Rest of NYS
Allegany,2002,1,116,862,746,0,102,199,544,3,Rest of NYS
Allegany,2003,4,100,846,746,1,83,178,549,19,Rest of NYS
Allegany,2004,2,97,943,846,0,76,202,613,31,Rest of NYS
Allegany,2005,5,134,1069,935,0,92,234,680,21,Rest of NYS
Allegany,2006,3,119,839,720,2,101,149,555,16,Rest of NYS
Allegany,2007,2,86,710,624,1,73,195,413,16,Rest of NYS
Allegany,2008,4,91,651,560,0,77,174,368,18,Rest of NYS
Allegany,2009,4,129,775,646,0,80,203,426,17,Rest of NYS
Allegany,2010,6,89,841,752,0,72,161,577,14,Rest of NYS
Allegany,2011,4,64,895,831,0,47,190,621,20,Rest of NYS
Allegany,2012,2,65,859,794,2,52,211,564,19,Rest of NYS
Allegany,2013,4,54,796,742,0,41,194,534,14,Rest of NYS
Allegany,2014,3,56,554,498,2,45,131,352,15,Rest of NYS
Allegany,2015,0,57,579,522,0,29,95,412,15,Rest of NYS
Allegany,2016,0,81,572,491,0,45,121,348,22,Rest of NYS
Allegany,2017,3,80,506,426,2,41,80,332,14,Rest of NYS
Allegany,2018,4,75,458,383,1,41,86,284,13,Rest of NYS
Allegany,2019,1,61,457,396,0,30,97,273,26,Rest of NYS
Allegany,2020,3,73,402,329,3,29,86,215,28,Rest of NYS
Allegany,2021,2,90,380,290,1,44,55,204,31,Rest of NYS
Allegany,2022,7,100,406,306,0,58,61,223,22,Rest of NYS
Allegany,2023,0,86,413,327,0,44,52,247,28,Rest of NYS
Allegany,2024,8,160,762,602,0,104,90,482,30,Rest of NYS
Bronx,2015,4386,13409,36299,22890,91,8376,2530,18767,1593,NYC
Bronx,2016,4297,13817,36834,23017,98,8807,2459,19191,1367,NYC
Bronx,2017,3570,12534,35507,22973,72,8341,2108,19509,1356,NYC
Bronx,2018,3213,12514,35355,22841,91,8548,2095,19434,1312,NYC
Bronx,2019,3530,13157,35255,22098,84,8898,1750,19081,1267,NYC
Bronx,2020,3519,13129,36217,23088,111,8976,2230,18728,2130,NYC
Bronx,2021,4048,14819,38311,23492,148,10004,1925,18432,3135,NYC
Bronx,2022,5166,17592,48270,30678,131,11629,2582,24044,4052,NYC
Bronx,2023,4919,16552,50895,34343,121,10837,2869,25961,5513,NYC
Bronx,2024,4937,17160,50844,33684,114,11437,2947,26127,4610,NYC
Broome,2002,128,468,6288,5820,9,275,767,4872,181,Rest of NYS
Broome,2003,122,406,6001,5595,3,231,689,4763,143,Rest of NYS
Broome,2004,89,328,5907,5579,2,185,712,4719,148,Rest of NYS
Broome,2005,99,409,6129,5720,6,246,751,4865,104,Rest of NYS
Broome,2006,116,504,6625,6121,6,318,869,5124,128,Rest of NYS
Broome,2007,109,459,6023,5564,4,281,752,4693,119,Rest of NYS
Broome,2008,130,555,6863,6308,2,347,960,5221,127,Rest of NYS
Broome,2009,94,458,6171,5713,20,302,826,4781,106,Rest of NYS
Broome,2010,116,499,6207,5708,7,331,974,4646,88,Rest of NYS
Broome,2011,126,521,6643,6122,3,336,1066,4940,116,Rest of NYS
Broome,2012,133,604,6897,6293,7,405,1253,4899,141,Rest of NYS
Broome,2013,153,512,6706,6194,8,300,1162,4903,129,Rest of NYS
Broome,2014,129,495,6317,5822,4,316,879,4807,136,Rest of NYS
Broome,2015,148,623,6459,5836,7,314,932,4791,113,Rest of NYS
Broome,2016,142,640,5424,4784,5,365,993,3602,189,Rest of NYS
Broome,2017,138,697,5584,4887,4,405,790,3952,145,Rest of NYS
Broome,2018,110,602,5134,4532,8,358,753,3633,146,Rest of NYS
Broome,2019,101,623,5172,4549,3,381,730,3676,143,Rest of NYS
Broome,2020,78,660,5181,4521,5,451,669,3635,217,Rest of NYS
Broome,2021,84,651,4647,3996,5,430,631,3181,184,Rest of NYS
Broome,2022,72,641,5153,4512,4,443,630,3650,232,Rest of NYS
Broome,2023,72,555,4849,4294,9,383,587,3542,165,Rest of NYS
Broome,2024,120,1000,10142,9142,8,686,1016,7760,366,Rest of NYS
Cattaraugus,2002,17,215,2102,1887,1,173,364,1472,51,Rest of NYS
Cattaraugus,2003,14,205,2325,2120,1,168,443,1638,39,Rest of NYS
Cattaraugus,2004,12,211,2481,2270,3,175,372,1850,48,Rest of NYS
Cattaraugus,2005,8,193,2381,2188,1,150,409,1716,63,Rest of NYS
Cattaraugus,2006,16,165,2239,2074,0,128,441,1584,49,Rest of NYS
Cattaraugus,2007,24,149,2114,1965,2,109,440,1465,60,Rest of NYS
Cattaraugus,2008,20,215,1930,1715,2,169,383,1280,52,Rest of NYS
Cattaraugus,2009,13,184,1855,1671,1,145,309,1324,38,Rest of NYS
Cattaraugus,2010,15,181,2019,1838,1,143,431,1365,42,Rest of NYS
Cattaraugus,2011,17,162,1925,1763,1,128,360,1368,35,Rest of NYS
Cattaraugus,2012,17,149,2087,1938,1,111,432,1470,36,Rest of NYS
Cattaraugus,2013,11,115,1771,1656,0,91,309,1285,62,Rest of NYS
Cattaraugus,2014,8,129,1428,1299,3,101,261,987,51,Rest of NYS
Cattaraugus,2015,9,125,1297,1172,1,62,214,924,34,Rest of NYS
Cattaraugus,2016,8,138,1262,1124,0,74,204,874,46,Rest of NYS
Cattaraugus,2017,12,130,1176,1046,2,68,190,823,33,Rest of NYS
Cattaraugus,2018,8,122,1095,973,2,76,150,777,46,Rest of NYS
Cattaraugus,2019,8,151,934,783,0,109,123,612,48,Rest of NYS
Cattaraugus,2020,6,124,864,740,1,80,137,549,54,Rest of NYS
Cattaraugus,2021,10,152,1067,915,1,110,130,716,69,Rest of NYS
Cattaraugus,2022,18,185,1313,1128,0,129,139,918,71,Rest of NYS
Cattaraugus,2023,19,149,1168,1019,1,94,163,812,44,Rest of NYS
Cattaraugus,2024,54,292,2450,2158,0,188,330,1732,96,Rest of NYS
Cayuga,2002,21,165,1844,1679,2,123,342,1312,25,Rest of NYS
Cayuga,2003,18,186,1813,1627,1,135,340,1261,26,Rest of NYS
Cayuga,2004,20,130,1758,1628,2,94,318,1280,30,Rest of NYS
Cayuga,2005,23,138,1848,1710,2,89,366,1322,22,Rest of NYS
Cayuga,2006,25,176,1960,1784,0,137,352,1388,44,Rest of NYS
Cayuga,2007,22,172,1847,1675,1,128,294,1340,41,Rest of NYS
Cayuga,2008,16,147,1853,1706,0,117,359,1323,24,Rest of NYS
Cayuga,2009,28,186,1660,1474,2,133,325,1126,23,Rest of NYS
Cayuga,2010,14,158,1765,1607,0,131,305,1276,26,Rest of NYS
Cayuga,2011,17,182,1717,1535,3,131,306,1195,34,Rest of NYS
Cayuga,2012,21,141,1808,1667,1,106,305,1316,46,Rest of NYS
Cayuga,2013,23,128,1517,1389,2,77,269,1109,11,Rest of NYS
Cayuga,2014,15,138,1556,1418,0,100,232,1151,35,Rest of NYS
Cayuga,2015,14,196,1553,1357,0,115,224,1099,34,Rest of NYS
Cayuga,2016,17,184,1428,1244,1,102,241,972,31,Rest of NYS
Cayuga,2017,23,248,1371,1123,1,143,190,908,25,Rest of NYS
Cayuga,2018,30,197,1238,1041,0,120,135,862,44,Rest of NYS
Cayuga,2019,14,156,1219,1063,1,79,128,897,38,Rest of NYS
Cayuga,2020,19,215,1300,1085,2,124,167,856,62,Rest of NYS
Cayuga,2021,12,168,1038,870,3,87,120,700,50,Rest of NYS
Cayuga,2022,13,118,977,859,3,62,107,697,55,Rest of NYS
Cayuga,2023,15,167,989,822,0,92,111,675,36,Rest of NYS
Cayuga,2024,16,280,1412,1132,0,192,126,946,60,Rest of NYS
Chautauqua,2002,58,339,3575,3236,2,249,659,2447,130,Rest of NYS
Chautauqua,2003,73,347,3966,3619,2,237,715,2754,150,Rest of NYS
Chautauqua,2004,71,347,3804,3457,1,233,749,2601,107,Rest of NYS
Chautauqua,2005,76,390,4003,3613,3,271,813,2693,107,Rest of NYS
Chautauqua,2006,60,330,3652,3322,2,223,761,2456,105,Rest of NYS
Chautauqua,2007,48,341,3805,3464,1,242,819,2540,105,Rest of NYS
Chautauqua,2008,55,320,3734,3414,6,220,836,2490,88,Rest of NYS
Chautauqua,2009,45,256,3597,3341,2,174,667,2613,61,Rest of NYS
Chautauqua,2010,65,312,3865,3553,2,203,828,2640,85,Rest of NYS
Chautauqua,2011,66,303,3687,3384,1,202,862,2435,87,Rest of NYS
Chautauqua,2012,60,309,3848,3539,2,216,818,2634,87,Rest of NYS
Chautauqua,2013,65,271,3623,3352,2,174,776,2529,47,Rest of NYS
Chautauqua,2014,66,296,3535,3239,3,195,740,2400,99,Rest of NYS
Chautauqua,2015,78,354,3310,2956,3,200,644,2214,98,Rest of NYS
Chautauqua,2016,65,356,3328,2972,4,203,727,2140,105,Rest of NYS
Chautauqua,2017,57,348,2791,2443,4,221,513,1848,82,Rest of NYS
Chautauqua,2018,53,359,2654,2295,2,209,475,1743,77,Rest of NYS
Chautauqua,2019,33,305,2796,2491,2,200,541,1877,73,Rest of NYS
Chautauqua,2020,36,400,2942,2542,1,280,543,1921,78,Rest of NYS
Chautauqua,2021,54,368,2572,2204,3,240,488,1619,97,Rest of NYS
Chautauqua,2022,32,356,2698,2342,3,249,454,1759,129,Rest of NYS
Chautauqua,2023,24,358,2494,2136,2,236,385,1647,104,Rest of NYS
Chautauqua,2024,62,620,4472,3852,14,406,596,3136,120,Rest of NYS
Chemung,2002,43,308,3035,2727,2,230,398,2269,60,Rest of NYS
Chemung,2003,51,277,2916,2639,3,180,412,2146,81,Rest of NYS
Chemung,2004,54,252,2927,2675,2,160,418,2187,70,Rest of NYS
Chemung,2005,46,210,2790,2580,5,131,414,2102,64,Rest of NYS
Chemung,2006,56,193,2580,2387,2,115,422,1902,63,Rest of NYS
Chemung,2007,37,224,2606,2382,3,170,406,1906,70,Rest of NYS
Chemung,2008,37,204,2337,2133,4,145,441,1653,39,Rest of NYS
Chemung,2009,29,161,2126,1965,4,115,385,1535,45,Rest of NYS
Chemung,2010,39,203,2080,1877,4,149,399,1431,47,Rest of NYS
Chemung,2011,28,177,2278,2101,1,135,407,1653,41,Rest of NYS
Chemung,2012,46,222,2434,2212,4,170,398,1768,46,Rest of NYS
Chemung,2013,37,151,2201,2050,0,107,351,1672,27,Rest of NYS
Chemung,2014,33,151,2136,1985,1,106,343,1597,45,Rest of NYS
Chemung,2015,42,159,1903,1744,2,88,275,1429,40,Rest of NYS
Chemung,2016,38,172,2064,1892,3,103,270,1577,45,Rest of NYS
Chemung,2017,32,143,1567,1424,4,79,185,1205,34,Rest of NYS
Chemung,2018,25,134,1438,1304,3,87,198,1073,33,Rest of NYS
Chemung,2019,45,178,1623,1445,1,113,238,1174,33,Rest of NYS
Chemung,2020,28,172,1503,1331,2,110,131,1133,67,Rest of NYS
Chemung,2021,19,153,1335,1182,8,102,136,986,60,Rest of NYS
Chemung,2022,2,84,540,456,0,51,59,376,21,Rest of NYS
Chemung,2023,20,148,1356,1208,3,102,103,1078,27,Rest of NYS
Chemung,2024,62,526,3632,3106,6,416,402,2634,70,Rest of NYS
Chenango,2002,9,117,1283,1166,1,98,255,885,26,Rest of NYS
Chenango,2003,1,112,1211,1099,0,92,239,842,18,Rest of NYS
Chenango,2004,11,119,1091,972,0,90,234,718,20,Rest of NYS
Chenango,2005,3,104,1103,999,0,88,197,781,21,Rest of NYS
Chenango,2006,2,96,1108,1012,0,80,244,752,16,Rest of NYS
Chenango,2007,1,47,970,923,3,25,212,687,24,Rest of NYS
Chenango,2008,3,41,934,893,2,18,183,691,19,Rest of NYS
Chenango,2009,7,53,997,944,0,35,211,715,18,Rest of NYS
Chenango,2010,4,54,981,927,0,34,191,720,16,Rest of NYS
Chenango,2011,3,57,1071,1014,0,37,228,768,18,Rest of NYS
Chenango,2012,10,58,1023,965,0,31,183,757,25,Rest of NYS
Chenango,2013,4,48,926,878,2,29,164,702,12,Rest of NYS
Chenango,2014,5,50,909,859,3,34,177,671,11,Rest of NYS
Chenango,2015,1,100,838,738,0,35,139,575,24,Rest of NYS
Chenango,2016,7,99,966,867,0,41,172,685,10,Rest of NYS
Chenango,2017,3,83,712,629,3,31,124,494,11,Rest of NYS
Chenango,2018,4,87,714,627,1,30,109,503,15,Rest of NYS
Chenango,2019,2,111,787,676,0,49,151,507,18,Rest of NYS
Chenango,2020,7,113,786,673,1,53,146,501,26,Rest of NYS
Chenango,2021,4,100,774,674,0,35,127,518,29,Rest of NYS
Chenango,2022,5,95,869,774,0,45,140,618,16,Rest of NYS
Chenango,2023,4,68,474,406,0,31,91,302,13,Rest of NYS
Chenango,2024,2,134,936,802,0,68,120,650,32,Rest of NYS
Clinton,2002,12,231,1552,1321,2,195,296,998,27,Rest of NYS
Clinton,2003,5,167,1599,1432,0,132,429,961,42,Rest of NYS
Clinton,2004,9,187,1588,1401,0,151,424,941,36,Rest of NYS
Clinton,2005,16,173,2011,1838,2,131,451,1361,26,Rest of NYS
Clinton,2006,6,128,1805,1677,2,94,463,1180,34,Rest of NYS
Clinton,2007,10,221,2015,1794,1,189,411,1339,44,Rest of NYS
Clinton,2008,6,142,1819,1677,1,105,353,1287,37,Rest of NYS
Clinton,2009,12,133,1698,1565,1,101,389,1142,34,Rest of NYS
Clinton,2010,11,87,1830,1743,3,52,323,1382,38,Rest of NYS
Clinton,2011,6,74,1690,1616,1,51,306,1284,26,Rest of NYS
Clinton,2012,7,90,1681,1591,0,68,274,1279,38,Rest of NYS
Clinton,2013,9,111,1666,1555,3,78,262,1254,39,Rest of NYS
Clinton,2014,5,68,1308,1240,3,41,197,1020,23,Rest of NYS
Clinton,2015,6,115,1251,1136,0,50,172,940,24,Rest of NYS
Clinton,2016,4,135,1395,1260,0,64,201,1040,19,Rest of NYS
Clinton,2017,8,135,1210,1075,0,61,171,881,23,Rest of NYS
Clinton,2018,9,174,1160,986,2,76,139,818,29,Rest of NYS
Clinton,2019,4,128,1173,1045,1,60,128,897,20,Rest of NYS
Clinton,2020,3,129,1140,1011,1,66,123,862,26,Rest of NYS
Clinton,2021,2,109,888,779,1,57,105,645,29,Rest of NYS
Clinton,2022,8,148,1150,1002,2,67,99,854,49,Rest of NYS
Clinton,2023,5,148,1321,1173,1,84,121,1012,40,Rest of NYS
Clinton,2024,16,286,2756,2470,6,164,244,2128,98,Rest of NYS
Columbia,2002,17,114,1073,959,0,91,236,703,20,Rest of NYS
Columbia,2003,11,64,887,823,0,46,157,627,39,Rest of NYS
Columbia,2004,8,74,1082,1008,1,59,163,807,38,Rest of NYS
Columbia,2005,11,87,1088,1001,2,68,203,783,15,Rest of NYS
Columbia,2006,19,125,1322,1197,3,87,281,889,27,Rest of NYS
Columbia,2007,17,149,1362,1213,1,120,291,884,38,Rest of NYS
Columbia,2008,10,137,1336,1199,2,119,275,903,21,Rest of NYS
Columbia,2009,6,113,1180,1067,0,99,297,756,14,Rest of NYS
Columbia,2010,8,94,1213,1119,1,75,237,859,23,Rest of NYS
Columbia,2011,13,95,1225,1130,1,76,246,868,16,Rest of NYS
Columbia,2012,15,100,1425,1325,0,69,262,1051,12,Rest of NYS
Columbia,2013,17,76,1127,1051,0,51,207,830,14,Rest of NYS
Columbia,2014,8,47,926,879,0,34,157,702,20,Rest of NYS
Columbia,2015,9,103,895,792,3,51,161,617,14,Rest of NYS
Columbia,2016,6,100,835,735,0,54,133,591,11,Rest of NYS
Columbia,2017,11,133,969,836,1,82,139,669,28,Rest of NYS
Columbia,2018,0,102,886,784,1,57,110,655,19,Rest of NYS
Columbia,2019,7,97,720,623,2,54,105,500,18,Rest of NYS
Columbia,2020,11,93,726,633,1,54,95,514,24,Rest of NYS
Columbia,2021,7,82,614,532,1,45,74,431,27,Rest of NYS
Columbia,2022,7,64,792,728,1,40,75,629,24,Rest of NYS
Columbia,2023,10,72,669,597,0,32,66,514,17,Rest of NYS
Columbia,2024,8,132,1000,868,2,94,94,762,12,Rest of NYS
Cortland,2002,13,93,1513,1420,0,63,211,1171,38,Rest of NYS
Cortland,2003,19,95,1366,1271,0,56,197,1041,33,Rest of NYS
Cortland,2004,9,104,1318,1214,0,73,207,966,41,Rest of NYS
Cortland,2005,15,130,1396,1266,0,87,292,930,44,Rest of NYS
Cortland,2006,10,112,1169,1057,0,76,194,837,26,Rest of NYS
Cortland,2007,7,116,1285,1169,0,94,231,904,34,Rest of NYS
Cortland,2008,8,112,1106,994,1,86,205,759,30,Rest of NYS
Cortland,2009,15,106,1084,978,0,78,227,722,29,Rest of NYS
Cortland,2010,11,65,1066,1001,0,44,237,727,37,Rest of NYS
Cortland,2011,8,74,1104,1030,0,47,214,799,17,Rest of NYS
Cortland,2012,19,64,1105,1041,1,33,249,772,20,Rest of NYS
Cortland,2013,6,25,633,608,0,14,133,464,11,Rest of NYS
Cortland,2014,4,39,677,638,2,20,131,485,22,Rest of NYS
Cortland,2015,8,51,751,700,2,25,141,549,10,Rest of NYS
Cortland,2016,2,43,820,777,1,21,154,616,7,Rest of NYS
Cortland,2017,10,49,994,945,0,11,165,766,14,Rest of NYS
Cortland,2018,10,58,775,717,2,21,157,537,23,Rest of NYS
Cortland,2019,6,87,740,653,0,31,131,514,8,Rest of NYS
Cortland,2020,5,97,862,765,1,51,129,619,17,Rest of NYS
Cortland,2021,6,76,948,872,1,50,107,731,34,Rest of NYS
Cortland,2022,7,94,1209,1115,0,62,143,942,30,Rest of NYS
Cortland,2023,13,103,1073,970,2,68,118,834,18,Rest of NYS
Cortland,2024,8,200,2148,1948,2,136,226,1684,38,Rest of NYS
Delaware,2002,6,135,936,801,0,114,214,560,27,Rest of NYS
Delaware,2003,6,111,937,826,2,94,241,574,11,Rest of NYS
Delaware,2004,2,88,844,756,2,79,226,511,19,Rest of NYS
Delaware,2005,2,82,747,665,1,70,194,458,13,Rest of NYS
Delaware,2006,1,78,805,727,1,70,201,505,21,Rest of NYS
Delaware,2007,3,91,848,757,1,74,284,454,19,Rest of NYS
Delaware,2008,7,74,738,664,0,62,216,433,15,Rest of NYS
Delaware,2009,5,69,754,685,0,54,189,485,11,Rest of NYS
Delaware,2010,3,63,766,703,2,50,212,468,23,Rest of NYS
Delaware,2011,8,76,813,737,1,51,209,507,21,Rest of NYS
Delaware,2012,7,63,763,700,1,44,173,507,20,Rest of NYS
Delaware,2013,5,56,806,750,2,42,172,561,17,Rest of NYS
Delaware,2014,4,58,769,711,0,47,181,512,18,Rest of NYS
Delaware,2015,6,80,741,661,0,28,154,493,14,Rest of NYS
Delaware,2016,5,98,671,573,0,50,140,422,11,Rest of NYS
Delaware,2017,2,58,512,454,0,24,103,339,12,Rest of NYS
Delaware,2018,3,75,583,508,1,40,90,402,16,Rest of NYS
Delaware,2019,5,84,550,466,0,39,93,359,14,Rest of NYS
Delaware,2020,1,69,465,396,1,37,96,280,20,Rest of NYS
